accession,id,description,keyword,,,,
PF01980,TrmO,tRNA-methyltransferase O,cytoplasm,,,,
PF02137,A_deamin,Adenosine-deaminase (editase) domain,cytoplasm,,,,
PF02438,Adeno_100,Late 100kD protein,cytoplasm,,,,
PF02466,Tim17,Tim17/Tim22/Tim23/Pmp24 family,cytoplasm,,,,
PF02534,T4SS-DNA_transf,Type IV secretory system Conjugative DNA transfer,cytoplasm,,,,
PF02991,Atg8,Autophagy protein Atg8 ubiquitin like,cytoplasm,,,,
PF03159,XRN_N,XRN 5'-3' exonuclease N-terminus,cytoplasm,,,,
PF03367,zf-ZPR1,ZPR1 zinc-finger domain,cytoplasm,,,,
PF03398,Ist1,Regulator of Vps4 activity in the MVB pathway,cytoplasm,,,,
PF03586,Herpes_UL36,Herpesvirus UL36 tegument protein,cytoplasm,,,,
PF03983,SHD1,"SLA1 homology domain 1, SHD1 ",cytoplasm,,,,
PF04103,CD20,CD20-like family,cytoplasm,,,,
PF04346,EutH,"Ethanolamine utilisation protein, EutH",cytoplasm,,,,
PF04451,Capsid_NCLDV,Large eukaryotic DNA virus major capsid protein,cytoplasm,,,,
PF04687,Microvir_H,Microvirus H protein (pilot protein),cytoplasm,,,,
PF05076,SUFU,Suppressor of fused protein (SUFU),cytoplasm,,,,
PF05172,Nup35_RRM,Nup53/35/40-type RNA recognition motif,cytoplasm,,,,
PF05261,Tra_M,"TraM protein, DNA-binding",cytoplasm,,,,
PF05502,Dynactin_p62,Dynactin p62 family,cytoplasm,,,,
PF05599,Deltaretro_Tax,Deltaretrovirus Tax protein,cytoplasm,,,,
PF06396,AGTRAP,"Angiotensin II, type I receptor-associated protein (AGTRAP)",cytoplasm,,,,
PF06694,Plant_NMP1,Plant nuclear matrix protein 1 (NMP1),cytoplasm,,,,
PF07046,CRA_rpt,Cytoplasmic repetitive antigen (CRA) like repeat,cytoplasm,,,,
PF07126,ZapC,Cell-division protein ZapC,cytoplasm,,,,
PF07254,Cpta_toxin,Membrane-bound toxin component of toxin-antitoxin system,cytoplasm,,,,
PF07763,FEZ,FEZ-like protein,cytoplasm,,,,
PF08817,YukD,"WXG100 protein secretion system (Wss), protein YukD",cytoplasm,,,,
PF09807,ELP6,Elongation complex protein 6,cytoplasm,,,,
PF10248,Mlf1IP,Myelodysplasia-myeloid leukemia factor 1-interacting protein,cytoplasm,,,,
PF10477,EIF4E-T,Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E,cytoplasm,,,,
PF10484,MRP-S23,Mitochondrial ribosomal protein S23,cytoplasm,,,,
PF10541,KASH,Nuclear envelope localisation domain,cytoplasm,,,,
PF10960,Holin_BhlA,BhlA holin family,cytoplasm,,,,
PF11306,DUF3108,Protein of unknown function (DUF3108),cytoplasm,,,,
PF11970,GPR_Gpa2_C,G protein-coupled glucose receptor regulating Gpa2 C-term,cytoplasm,,,,
PF12615,TraD_N,F sex factor protein N terminal,cytoplasm,,,,
PF12755,Vac14_Fab1_bd,Vacuolar 14 Fab1-binding region,cytoplasm,,,,
PF12814,Mcp5_PH,Meiotic cell cortex C-terminal pleckstrin homology,cytoplasm,,,,
PF13036,LpoB,Peptidoglycan-synthase activator LpoB,cytoplasm,,,,
PF14827,dCache_3,Double sensory domain of two-component sensor kinase,cytoplasm,,,,
PF15019,C9orf72-like,C9orf72-like protein family,cytoplasm,,,,
PF15052,TMEM169,TMEM169 protein family,cytoplasm,,,,
PF15711,ILEI,Interleukin-like EMT inducer,cytoplasm,,,,
PF16005,MOEP19,KH-like RNA-binding domain,cytoplasm,,,,
PF16213,DCB,Dimerisation and cyclophilin-binding domain of Mon2,cytoplasm,,,,
PF16527,CpxA_peri,"Two-component sensor protein CpxA, periplasmic domain",cytoplasm,,,,
PF16858,CNDH2_C,"Condensin II complex subunit CAP-H2 or CNDH2, C-term",cytoplasm,,,,
PF16970,FimA,"Type-1 fimbrial protein, A",cytoplasm,,,,
PF17331,GFD1,GFD1 mRNA transport factor,cytoplasm,,,,
PF17368,YwcE,Spore morphogenesis and germination YwcE,cytoplasm,,,,
PF17410,Stevor,Subtelomeric Variable Open Reading frame,cytoplasm,,,,
PF17418,SdpA,Sporulation delaying protein SdpA,cytoplasm,,,,
PF17541,TssC,"Type VI secretion system, TssC, VipB",cytoplasm,,,,
PF17555,TssN,"Type VI secretion system, TssN",cytoplasm,,,,
PF17561,TssO,"Type VI secretion system, TssO",cytoplasm,,,,
PF17642,TssD,Hemolysin coregulated protein Hcp (TssD),cytoplasm,,,,
PF17643,TssR,"Type VI secretion system, TssR",cytoplasm,,,,
PF17845,FbpC_C_terminal,FbpC C-terminal regulatory nucleotide binding domain,cytoplasm,,,,
PF17846,XRN_M,Xrn1 helical domain,cytoplasm,,,,
PF18035,Bap31_Bap29_C,Bap31/Bap29 cytoplasmic coiled-coil domain,cytoplasm,,,,
PF18092,DraK_HK_N,DraK Histidine Kinase N-terminal domain,cytoplasm,,,,
PF18116,SNX17_FERM_C,Sorting Nexin 17 FERM C-terminal domain,cytoplasm,,,,
PF18124,Kindlin_2_N,Kindlin-2 N-terminal domain,cytoplasm,,,,
PF18126,Mitoc_mL59,Mitochondrial ribosomal protein mL59,cytoplasm,,,,
PF18129,SH3_12,Xrn1 SH3-like domain,cytoplasm,,,,
PF18346,SH3_15,Mind bomb SH3 repeat domain,cytoplasm,,,,
PF18415,HKR_ArcB_TM,Histidine kinase receptor ArcB trans-membrane domain,cytoplasm,,,,
PF18437,Nup54_C,Nup54 C-terminal interacting domain,cytoplasm,,,,
PF18500,CadC_C1,CadC C-terminal domain 1,cytoplasm,,,,
PF18518,TcA_RBD,TcA receptor binding domain,cytoplasm,,,,
PF18570,Nup54_57_C,NUP57/Nup54 C-terminal domain,cytoplasm,,,,
PF18580,Sun2_CC2,SUN2 coiled coil domain 2,cytoplasm,,,,
PF18617,Nup214_FG,Nucleoporin Nup214 phenylalanine-glycine (FG) domain,cytoplasm,,,,
PF18648,ADPRTs_Tse2,Tse2 ADP-ribosyltransferase toxins,cytoplasm,,,,
PF18682,PilA4,Pilin A4,cytoplasm,,,,
PF18698,HisK_sensor,Histidine kinase sensor domain,cytoplasm,,,,
PF18761,Heliorhodopsin,Heliorhodopsin,cytoplasm,,,,
PF18861,PTP_tm,"Transmembrane domain of protein tyrosine phosphatase, receptor type J",cytoplasm,,,,
PF06154,CbeA_antitoxin,"CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A",cytoskeleton,,,,
PF12761,End3,Actin cytoskeleton-regulatory complex protein END3,cytoskeleton,,,,
PF01302,CAP_GLY,CAP-Gly domain,cytoskeleton,,,,
PF04366,Ysc84,Las17-binding protein actin regulator,cytoskeleton,,,,
PF05285,SDA1,SDA1,cytoskeleton,,,,
PF11701,UNC45-central,Myosin-binding striated muscle assembly central,cytoskeleton,,,,
PF15297,CKAP2_C,Cytoskeleton-associated protein 2 C-terminus,cytoskeleton,,,,
PF00261,Tropomyosin,Tropomyosin,cytoskeleton,,,,
PF06723,MreB_Mbl,MreB/Mbl protein,cytoskeleton,,,,
PF12763,EF-hand_4,Cytoskeletal-regulatory complex EF hand,cytoskeleton,,,,
PF06705,SF-assemblin,SF-assemblin/beta giardin,cytoskeleton,,,,
PF00981,Rota_NS53,Rotavirus RNA-binding Protein 53 (NS53),cytoskeleton,,,,
PF01049,Cadherin_C,Cadherin cytoplasmic region,cytoskeleton,,,,
PF03763,Remorin_C,"Remorin, C-terminal region ",cytoskeleton,,,,
PF04103,CD20,CD20-like family,cytoskeleton,,,,
PF04790,Sarcoglycan_1,Sarcoglycan complex subunit protein,cytoskeleton,,,,
PF05110,AF-4,AF-4 proto-oncoprotein,cytoskeleton,,,,
PF05310,Tenui_NS3,Tenuivirus movement protein,cytoskeleton,,,,
PF05454,DAG1,Dystroglycan (Dystrophin-associated glycoprotein 1),cytoskeleton,,,,
PF05785,CNF1,Rho-activating domain of cytotoxic necrotizing factor,cytoskeleton,,,,
PF06770,Arif-1,Actin-rearrangement-inducing factor (Arif-1),cytoskeleton,,,,
PF08505,MMR1,Mitochondrial Myo2 receptor-related protein,cytoskeleton,,,,
PF08913,VBS,Vinculin Binding Site,cytoskeleton,,,,
PF10148,SCHIP-1,Schwannomin-interacting protein 1,cytoskeleton,,,,
PF10277,Frag1,Frag1/DRAM/Sfk1 family,cytoskeleton,,,,
PF11768,Frtz,WD repeat-containing and planar cell polarity effector protein Fritz,cytoskeleton,,,,
PF13914,Phostensin,Phostensin PP1-binding and SH3-binding region,cytoskeleton,,,,
PF13916,Phostensin_N,"PP1-regulatory protein, Phostensin N-terminal",cytoskeleton,,,,
PF14705,Costars,Costars,cytoskeleton,,,,
PF14957,BORG_CEP,Cdc42 effector,cytoskeleton,,,,
PF15351,JCAD,Junctional protein associated with coronary artery disease,cytoskeleton,,,,
PF15355,Chisel,"Stretch-responsive small skeletal muscle X protein, Chisel",cytoskeleton,,,,
PF15666,HGAL,Germinal center-associated lymphoma,cytoskeleton,,,,
PF15820,ECSCR,Endothelial cell-specific chemotaxis regulator,cytoskeleton,,,,
PF16512,RhoGAP-FF1,p190-A and -B Rho GAPs FF domain,cytoskeleton,,,,
PF16979,SIN1_PH,"SAPK-interacting protein 1 (Sin1), Pleckstrin-homology",cytoskeleton,,,,
PF00023,Ank,Ankyrin repeat,cytoskeleton,,,,
PF00836,Stathmin,Stathmin family,cytoskeleton,,,,
PF01875,Memo,Memo-like protein,cytoskeleton,,,,
PF02493,MORN,MORN repeat,cytoskeleton,,,,
PF03535,Paxillin,Paxillin family,cytoskeleton,,,,
PF03766,Remorin_N,"Remorin, N-terminal region ",cytoskeleton,,,,
PF12510,Smoothelin,Smoothelin cytoskeleton protein,cytoskeleton,,,,
PF13606,Ank_3,Ankyrin repeat,cytoskeleton,,,,
PF14933,CEP19,CEP19-like protein,cytoskeleton,,,,
PF14949,ARF7EP_C,ARF7 effector protein C-terminus,cytoskeleton,,,,
PF15003,HAUS2,HAUS augmin-like complex subunit 2 ,cytoskeleton,,,,
PF16746,BAR_3,BAR domain of APPL family,cytoskeleton,,,,
PF17986,EKAL,EMP3-KAHRP-like N-terminal domain,cytoskeleton,,,,
PF18580,Sun2_CC2,SUN2 coiled coil domain 2,cytoskeleton,,,,
PF06941,NT5C,"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",cytosol,,,,
PF00883,Peptidase_M17,"Cytosol aminopeptidase family, catalytic domain",cytosol,,,,
PF02789,Peptidase_M17_N,"Cytosol aminopeptidase family, N-terminal domain",cytosol,,,,
PF00061,Lipocalin,Lipocalin / cytosolic fatty-acid binding protein family,cytosol,,,,
PF01735,PLA2_B,Lysophospholipase catalytic domain,cytosol,,,,
PF18695,cPLA2_C2,Cytosolic phospholipases A2 C2-domain,cytosol,,,,
PF01699,Na_Ca_ex,Sodium/calcium exchanger protein,cytosol,,,,
PF03061,4HBT,Thioesterase superfamily,cytosol,,,,
PF03780,Asp23,"Asp23 family, cell envelope-related function",cytosol,,,,
PF08609,Fes1,Nucleotide exchange factor Fes1,cytosol,,,,
PF08866,DUF1831,Putative amino acid metabolism,cytosol,,,,
PF10254,Pacs-1,PACS-1 cytosolic sorting protein,cytosol,,,,
PF11311,DUF3114,Protein of unknown function (DUF3114),cytosol,,,,
PF16621,NECFESHC,SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1,cytosol,,,,
PF02996,Prefoldin,Prefoldin subunit,cytosol,,,,
PF03009,GDPD,Glycerophosphoryl diester phosphodiesterase family,cytosol,,,,
PF10609,ParA,NUBPL iron-transfer P-loop NTPase,cytosol,,,,
PF12150,MFP2b,Cytosolic motility protein,cytosol,,,,
PF14003,YlbE,YlbE-like protein,cytosol,,,,
PF18027,Pepdidase_M14_N,Cytosolic carboxypeptidase N-terminal domain,cytosol,,,,
PF18262,PhetRS_B1,Phe-tRNA synthetase beta subunit B1 domain,cytosol,,,,
PF18700,Castor1_N,Cytosolic arginine sensor for mTORC1 subunit 1 N-terminal domain,cytosol,,,,
PF17524,CnrY,Anti-sigma factor CnrY,cytosol,,,,
PF17910,FeoB_Cyto,FeoB cytosolic helical domain,cytosol,,,,
PF00797,Acetyltransf_2,N-acetyltransferase,cytosol,,,,
PF02617,ClpS,ATP-dependent Clp protease adaptor protein ClpS,cytosol,,,,
PF02897,Peptidase_S9_N,"Prolyl oligopeptidase, N-terminal beta-propeller domain",cytosol,,,,
PF03023,MurJ,Lipid II flippase MurJ,cytosol,,,,
PF03378,CAS_CSE1,"CAS/CSE protein, C-terminus",cytosol,,,,
PF03549,Tir_receptor_M,Translocated intimin receptor (Tir) intimin-binding domain,cytosol,,,,
PF04088,Peroxin-13_N,"Peroxin 13, N-terminal region",cytosol,,,,
PF04107,GCS2,Glutamate-cysteine ligase family 2(GCS2),cytosol,,,,
PF04117,Mpv17_PMP22,Mpv17 / PMP22 family ,cytosol,,,,
PF04810,zf-Sec23_Sec24,Sec23/Sec24 zinc finger,cytosol,,,,
PF04811,Sec23_trunk,Sec23/Sec24 trunk domain,cytosol,,,,
PF04815,Sec23_helical,Sec23/Sec24 helical domain,cytosol,,,,
PF05093,CIAPIN1,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis",cytosol,,,,
PF05697,Trigger_N,Bacterial trigger factor protein (TF),cytosol,,,,
PF05698,Trigger_C,Bacterial trigger factor protein (TF) C-terminus,cytosol,,,,
PF05719,GPP34,Golgi phosphoprotein 3 (GPP34),cytosol,,,,
PF05724,TPMT,Thiopurine S-methyltransferase (TPMT),cytosol,,,,
PF05755,REF,Rubber elongation factor protein (REF),cytosol,,,,
PF05835,Synaphin,Synaphin protein,cytosol,,,,
PF05932,CesT,Tir chaperone protein (CesT) family,cytosol,,,,
PF06128,Shigella_OspC,Shigella flexneri OspC protein,cytosol,,,,
PF06258,Mito_fiss_Elm1,Mitochondrial fission ELM1,cytosol,,,,
PF06581,p31comet,Mad1 and Cdc20-bound-Mad2 binding,cytosol,,,,
PF07332,Phage_holin_3_6,"Putative Actinobacterial Holin-X, holin superfamily III",cytosol,,,,
PF07806,Nod_GRP,Nodule-specific GRP repeat,cytosol,,,,
PF07952,Toxin_trans,"Clostridium neurotoxin, Translocation domain",cytosol,,,,
PF07959,Fucokinase,L-fucokinase,cytosol,,,,
PF08718,GLTP,Glycolipid transfer protein (GLTP),cytosol,,,,
PF08771,FRB_dom,FKBP12-rapamycin binding domain ,cytosol,,,,
PF10412,TrwB_AAD_bind,Type IV secretion-system coupling protein DNA-binding domain,cytosol,,,,
PF10562,CaM_bdg_C0,Calmodulin-binding domain C0 of NMDA receptor NR1 subunit,cytosol,,,,
PF10583,Involucrin_N,Involucrin of squamous epithelia N-terminus,cytosol,,,,
PF11416,Syntaxin-5_N,"Syntaxin-5 N-terminal, Sly1p-binding domain",cytosol,,,,
PF11461,RILP,Rab interacting lysosomal protein,cytosol,,,,
PF11527,ARL2_Bind_BART,The ARF-like 2 binding protein BART,cytosol,,,,
PF11711,Tim54,Inner membrane protein import complex subunit Tim54,cytosol,,,,
PF11801,Tom37_C,Tom37 C-terminal domain,cytosol,,,,
PF12057,BAG6,BCL2-associated athanogene 6,cytosol,,,,
PF12215,Glyco_hydr_116N,"beta-glucosidase 2, glycosyl-hydrolase family 116 N-term",cytosol,,,,
PF12534,Pannexin_like,Pannexin-like TM region of LRRC8,cytosol,,,,
PF12827,Peroxin-22,Peroxisomal biogenesis protein family,cytosol,,,,
PF13234,rRNA_proc-arch,rRNA-processing arch domain,cytosol,,,,
PF13955,Fst_toxin,"Toxin Fst, type I toxin-antitoxin system",cytosol,,,,
PF14021,TNT,Tuberculosis necrotizing toxin,cytosol,,,,
PF14703,PHM7_cyt,Cytosolic domain of 10TM putative phosphate transporter,cytosol,,,,
PF15009,TMEM173,Transmembrane protein 173,cytosol,,,,
PF15062,ARL6IP6,Haemopoietic lineage transmembrane helix,cytosol,,,,
PF16079,Phage_holin_5_2,"Phage holin family Hol44, in holin superfamily V",cytosol,,,,
PF16080,Phage_holin_2_3,Bacteriophage holin family HP1,cytosol,,,,
PF16082,Phage_holin_2_4,"Bacteriophage holin family, superfamily II-like",cytosol,,,,
PF17626,IncF,Inclusion membrane protein F,cytosol,,,,
PF17627,IncE,Inclusion membrane protein E,cytosol,,,,
PF17628,IncD,Inclusion membrane protein D,cytosol,,,,
PF00611,FCH,"Fes/CIP4, and EFC/F-BAR homology domain",cytosol,,,,
PF02495,TGBp3,Triple gene block 3,cytosol,,,,
PF03030,H_PPase,Inorganic H+ pyrophosphatase,cytosol,,,,
PF03517,Voldacs,Regulator of volume decrease after cellular swelling,cytosol,,,,
PF04113,Gpi16,"Gpi16 subunit, GPI transamidase component",cytosol,,,,
PF04777,Evr1_Alr,Erv1 / Alr family,cytosol,,,,
PF05078,DUF679,Protein of unknown function (DUF679),cytosol,,,,
PF05364,SecIII_SopE_N,Salmonella type III secretion SopE effector N-terminus,cytosol,,,,
PF05529,Bap31,Bap31/Bap29 transmembrane region,cytosol,,,,
PF06135,IreB,IreB regulatory phosphoprotein,cytosol,,,,
PF06552,TOM20_plant,Plant specific mitochondrial import receptor subunit TOM20,cytosol,,,,
PF06957,COPI_C,Coatomer (COPI) alpha subunit C-terminus,cytosol,,,,
PF07168,Ureide_permease,Ureide permease,cytosol,,,,
PF07216,LcrG,LcrG protein,cytosol,,,,
PF07487,SopE_GEF,SopE GEF domain,cytosol,,,,
PF10457,MENTAL,Cholesterol-capturing domain,cytosol,,,,
PF10568,Tom37,Outer mitochondrial membrane transport complex protein,cytosol,,,,
PF12351,Fig1,Ca2+ regulator and membrane fusion protein Fig1,cytosol,,,,
PF12739,TRAPPC-Trs85,ER-Golgi trafficking TRAPP I complex 85 kDa subunit,cytosol,,,,
PF12744,ATG19_autophagy,"Autophagy protein Atg19, Atg8-binding",cytosol,,,,
PF14651,Lipocalin_7,Lipocalin / cytosolic fatty-acid binding protein family,cytosol,,,,
PF14798,Ca_hom_mod,Calcium homeostasis modulator,cytosol,,,,
PF15798,PRAS,Proline-rich AKT1 substrate 1,cytosol,,,,
PF16993,Asp1,Accessory Sec system protein Asp1,cytosol,,,,
PF17112,Tom6,"Mitochondrial import receptor subunit Tom6, fungal",cytosol,,,,
PF17818,KCT2,Keratinocyte-associated gene product,cytosol,,,,
PF17840,Tugs,Tethering Ubl4a to BAGS domain,cytosol,,,,
PF18031,UCH_C,Ubiquitin carboxyl-terminal hydrolases,cytosol,,,,
PF18035,Bap31_Bap29_C,Bap31/Bap29 cytoplasmic coiled-coil domain,cytosol,,,,
PF18119,RIG-I_C,RIG-I receptor C-terminal domain,cytosol,,,,
PF18248,RalF_SCD,RalF C-terminal Sec-7 capping domain,cytosol,,,,
PF18269,T3SS_ATPase_C,T3SS EscN ATPase C-terminal domain,cytosol,,,,
PF18332,XRN1_D1,Exoribonuclease Xrn1 D1 domain,cytosol,,,,
PF18334,XRN1_D2_D3,Exoribonuclease Xrn1 D2/D3 domain,cytosol,,,,
PF18405,Serine_protease,Gammaproteobacterial serine protease,cytosol,,,,
PF18514,Get5_C,Get5 C-terminal domain,cytosol,,,,
PF18641,LidA_Long_CC,LidA long coiled-coil domain,cytosol,,,,
PF18670,V_ATPase_I_N,"V-type ATPase subunit I, N-terminal domain",cytosol,,,,
PF13509,S1_2,S1 domain,nucleic,,,,
PF00270,DEAD,DEAD/DEAH box helicase,nucleic,,,,
PF00570,HRDC,HRDC domain,nucleic,,,,
PF00575,S1,S1 RNA binding domain,nucleic,,,,
PF01336,tRNA_anti-codon,OB-fold nucleic acid binding domain,nucleic,,,,
PF01623,Carla_C4,Carlavirus putative nucleic acid binding protein,nucleic,,,,
PF13742,tRNA_anti_2,OB-fold nucleic acid binding domain,nucleic,,,,
PF14432,DYW_deaminase,DYW family of nucleic acid deaminases,nucleic,,,,
PF01588,tRNA_bind,Putative tRNA binding domain,nucleic,,,,
PF01796,OB_aCoA_assoc,"DUF35 OB-fold domain, acyl-CoA-associated",nucleic,,,,
PF02591,zf-RING_7,C4-type zinc ribbon domain,nucleic,,,,
PF02810,SEC-C,SEC-C motif,nucleic,,,,
PF04076,BOF,Bacterial OB fold (BOF) protein,nucleic,,,,
PF04408,HA2,Helicase associated domain (HA2),nucleic,,,,
PF04935,SURF6,Surfeit locus protein 6,nucleic,,,,
PF05515,Viral_NABP,Viral nucleic acid binding,nucleic,,,,
PF07990,NABP,Nucleic acid binding protein NABP,nucleic,,,,
PF09855,zinc_ribbon_13,Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082),nucleic,,,,
PF14440,XOO_2897-deam,Xanthomonas XOO_2897-like deaminase,nucleic,,,,
PF14480,DNA_pol3_a_NI,DNA polymerase III polC-type N-terminus I,nucleic,,,,
PF17244,CDC24_OB3,"Cell division control protein 24, OB domain 3",nucleic,,,,
PF17245,CDC24_OB2,"Cell division control protein 24, OB domain 2",nucleic,,,,
PF17246,CDC24_OB1,"Cell division control protein 24, OB domain 1",nucleic,,,,
PF01938,TRAM,TRAM domain,nucleic,,,,
PF06107,DUF951,Bacterial protein of unknown function (DUF951),nucleic,,,,
PF07717,OB_NTP_bind,Oligonucleotide/oligosaccharide-binding (OB)-fold,nucleic,,,,
PF10071,DUF2310,"Zn-ribbon-containing, possibly nucleic-acid-binding protein (DUF2310)",nucleic,,,,
PF13662,Toprim_4,Toprim domain,nucleic,,,,
PF18472,HP1451_C,HP1451 C-terminal domain,nucleic,,,,
PF02170,PAZ,PAZ domain,nucleic,,,,
PF17984,TERT_thumb,Telomerase reverse transcriptase thumb DNA binding domain,nucleic,,,,
PF18309,Ago_PAZ,Argonaute PAZ domain,nucleic,,,,
PF16251,NAR,Nucleic acid-binding domain (NAR),nucleic,,,,
PF01844,HNH,HNH endonuclease,nucleic,,,,
PF04498,Pox_VP8_L4R,Poxvirus nucleic acid binding protein VP8/L4R,nucleic,,,,
PF01743,PolyA_pol,Poly A polymerase head domain,nucleic,,,,
PF01986,DUF123,Domain of unknown function DUF123,nucleic,,,,
PF03120,DNA_ligase_OB,NAD-dependent DNA ligase OB-fold domain,nucleic,,,,
PF03288,Pox_D5,Poxvirus D5 protein-like,nucleic,,,,
PF03457,HA,Helicase associated domain,nucleic,,,,
PF03470,zf-XS,XS zinc finger domain,nucleic,,,,
PF04383,KilA-N,KilA-N domain,nucleic,,,,
PF05979,DUF896,Bacterial protein of unknown function (DUF896),nucleic,,,,
PF06839,zf-GRF,GRF zinc finger,nucleic,,,,
PF08200,Phage_1_1,Bacteriophage 1.1 Protein,nucleic,,,,
PF08424,NRDE-2,"NRDE-2, necessary for RNA interference",nucleic,,,,
PF09401,NSP10,RNA synthesis protein NSP10,nucleic,,,,
PF09598,Stm1_N,Stm1,nucleic,,,,
PF09905,VF530,DNA-binding protein VF530,nucleic,,,,
PF10902,WYL_2,"WYL_2, Sm-like SH3 beta-barrel fold",nucleic,,,,
PF12851,Tet_JBP,Oxygenase domain of the 2OGFeDO superfamily,nucleic,,,,
PF13680,DUF4152,Protein of unknown function (DUF4152),nucleic,,,,
PF13820,Nucleic_acid_bd,Putative nucleic acid-binding region,nucleic,,,,
PF13866,zf-SAP30,SAP30 zinc-finger,nucleic,,,,
PF14279,HNH_5,HNH endonuclease,nucleic,,,,
PF14413,Thg1C,Thg1 C terminal domain,nucleic,,,,
PF14424,Toxin-deaminase,The BURPS668_1122 family of deaminases,nucleic,,,,
PF14427,Pput2613-deam,Pput_2613-like deaminase,nucleic,,,,
PF14428,SCP1201-deam,SCP1.201-like deaminase,nucleic,,,,
PF14431,YwqJ-deaminase,YwqJ-like deaminase,nucleic,,,,
PF14439,Bd3614-deam,Bd3614-like deaminase,nucleic,,,,
PF14441,OTT_1508_deam,OTT_1508-like deaminase,nucleic,,,,
PF16243,Sm_like,Sm_like domain,nucleic,,,,
PF16365,EutK_C,Ethanolamine utilization protein EutK C-terminus,nucleic,,,,
PF17262,Cas6b_C,Cas6b C-terminal domain,nucleic,,,,
PF17464,Pns11_12,Non-structural protein 11 and 12,nucleic,,,,
PF02137,A_deamin,Adenosine-deaminase (editase) domain,nucleic,,,,
PF02663,FmdE,"FmdE, Molybdenum formylmethanofuran dehydrogenase operon",nucleic,,,,
PF03228,Adeno_VII,Adenoviral core protein VII,nucleic,,,,
PF04430,DUF498,Protein of unknown function (DUF498/DUF598),nucleic,,,,
PF04783,DUF630,Protein of unknown function (DUF630),nucleic,,,,
PF05344,DUF746,Domain of Unknown Function (DUF746),nucleic,,,,
PF05406,WGR,WGR domain,nucleic,,,,
PF05822,UMPH-1,Pyrimidine 5'-nucleotidase (UMPH-1),nucleic,,,,
PF06169,DUF982,Protein of unknown function (DUF982),nucleic,,,,
PF06333,Med13_C,Mediator complex subunit 13 C-terminal domain,nucleic,,,,
PF06634,DUF1156,Protein of unknown function (DUF1156),nucleic,,,,
PF06908,YpsA,YspA SLOG family,nucleic,,,,
PF06945,DUF1289,Protein of unknown function (DUF1289),nucleic,,,,
PF06972,DUF1296,Protein of unknown function (DUF1296),nucleic,,,,
PF07125,DUF1378,Protein of unknown function (DUF1378),nucleic,,,,
PF07131,DUF1382,Protein of unknown function (DUF1382),nucleic,,,,
PF07438,DUF1514,Protein of unknown function (DUF1514),nucleic,,,,
PF08340,DUF1732,Domain of unknown function (DUF1732),nucleic,,,,
